山西龙江保险公估有限公司	保险公估机构	2019-7-26	请选择	
阳曲县农村信用合作联社杨兴信用社	保险兼业代理	未知	 	
阳曲县农村信用合作联社泥屯信用社	保险兼业代理	未知	 	
阳曲县农村信用合作联社西凌井信用社	保险兼业代理	未知	 	
阳曲县农村信用合作联社城关信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社河底信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社东村分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社任家峪分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社燕龛分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社荫营信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社三郊分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社义井信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社西南舁分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社杨家庄分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社大阳泉分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社李家庄信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社平坦信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社赛鱼信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社辛兴分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社旧街分社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社大连路信用社	保险兼业代理	未知	 	
阳泉市郊区农村信用合作联社山底分社	保险兼业代理	未知	 	
安泽县农村信用合作联社府城信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社良马信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社和川信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社唐城信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社冀氏信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社马必信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社杜村信用社	保险兼业代理	未知	 	
安泽县农村信用合作联社富民分社	保险兼业代理	未知	 	
安泽县农村信用合作联社石桥沟分社	保险兼业代理	未知	 	
安泽县农村信用合作联社城南分社	保险兼业代理	未知	 	
安泽县农村信用合作联社府信储蓄所	保险兼业代理	未知	 	
洪洞县农村信用合作联社城关信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社城区信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社大槐树信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社甘亭信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社曲亭信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社淹底信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社苏堡信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社广胜寺信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社明姜信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社苑川信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社赵城信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社堤村信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社辛村信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社龙马信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社万安信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社左木信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社刘家垣信用社	保险兼业代理	未知	 	
洪洞县农村信用合作联社山头信用社	保险兼业代理	未知	 	
娄烦县农村信用合作联社盖家庄信用社	保险兼业代理	未知	 	
娄烦县农村信用合作联社城关信用社	保险兼业代理	未知	 	
娄烦县农村信用合作联社东区信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社克城信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社太林信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社乔家湾信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社黑龙关信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社薛关信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社山中信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社古县信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社蒲城信用社	保险兼业代理	未知	 	
蒲县农村信用合作联社东街储蓄所	保险兼业代理	未知	 	
蒲县农村信用合作联社新建路储蓄所	保险兼业代理	未知	 	
蒲县农村信用合作联社南街储蓄所	保险兼业代理	未知	 	
蒲县农村信用合作联社“三八”储蓄所	保险兼业代理	未知	 	
蒲县农村信用合作联社西大街储蓄所	保险兼业代理	未知	 	
蒲县农村信用合作联社昕水储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社贡院街储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社广汇储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社府东街储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社城关信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社晋禹路储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社东街储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社城西分社	保险兼业代理	未知	 	
曲沃县农村信用合作联社下裴信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社北董信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社史村信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社西常信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社曲村信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社曲村储蓄所	保险兼业代理	未知	 	
曲沃县农村信用合作联社杨谈信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社万户分社	保险兼业代理	未知	 	
曲沃县农村信用合作联社里村信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社高显信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社新街分社	保险兼业代理	未知	 	
曲沃县农村信用合作联社安居信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社城区信用社	保险兼业代理	未知	 	
曲沃县农村信用合作联社南大街分社	保险兼业代理	未知	 	
曲沃县农村信用合作联社中心储蓄所	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司泊庄支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司马务支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司刘村支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司枕头支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司贺家庄支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司县底支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司大苏支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司贾得支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司城区支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司大阳支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司大众支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司土门支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司尧庙支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司尧盛支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司东关支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司乔李支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司平兴支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司屯里支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司汇通支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司河底支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司一平垣支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司兴钢支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司广宣支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司坂下支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司辛寺街支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司洪家楼支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司胜利支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司东城支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司魏村支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司鼓楼东支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司南街支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司福利巷支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司城郊支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司临贸支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司吴村支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司金殿支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司汾河支行	保险兼业代理	未知	 	
山西尧都农村商业银行股份有限公司城东支行	保险兼业代理	未知	 	
大宁县农村信用合作联社城关信用社	保险兼业代理	未知	 	
大宁县农村信用合作联社三多信用社	保险兼业代理	未知	 	
大宁县农村信用合作联社曲峨信用社	保险兼业代理	未知	 	
大宁县农村信用合作联社太德分社	保险兼业代理	未知	 	
大宁县农村信用合作联社安古信用社	保险兼业代理	未知	 	
大宁县农村信用合作联社太古分社	保险兼业代理	未知	 	
大宁县农村信用合作联社新城分社	保险兼业代理	未知	 	
大宁县农村信用合作联社割麦分社	保险兼业代理	未知	 	
浮山县农村信用合作联社城关信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社西佐信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社响水河信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社东张信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社槐埝信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社上东信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社北王信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社北韩信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社寨圪塔信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社天坛信用社	保险兼业代理	未知	 	
浮山县农村信用合作联社尧山路分社	保险兼业代理	未知	 	
浮山县农村信用合作联社米家垣分社	保险兼业代理	未知	 	
浮山县农村信用合作联社二峰山分社	保险兼业代理	未知	 	
浮山县农村信用合作联社东关储蓄所	保险兼业代理	未知	 	
浮山县农村信用合作联社北街储蓄所	保险兼业代理	未知	 	
襄汾县农村信用合作联社赵康信用社	保险兼业代理	未知	 	
襄汾县农村信用合作联社永固信用社	保险兼业代理	未知	 	
襄汾县农村信用合作联社丰盈信用社	保险兼业代理	未知	 	
襄汾县农村信用合作联社汾城信用社	保险兼业代理	未知	 	
襄汾县农村信用合作联社西贾信用社	保险兼业代理	未知	 	
襄汾县农村信用合作联社贾岗信用社	保险兼业代理	未知	 	
